Time,T_air_in,RH_air_in,GHI_in
02/03/2024 00:00:00,17.6645090277778,71.1542430555556,123.799112426036
03/03/2024 00:00:00,20.1944722222222,64.7110138888889,172.313552238806
04/03/2024 00:00:00,19.3274791666667,64.75075,165.909250769231
05/03/2024 00:00:00,18.2168518518518,66.7149851851852,142.359894463668
06/03/2024 00:00:00,20.7013125,63.1608888888889,150.81224112426
07/03/2024 00:00:00,20.9257361111111,59.9842083333333,138.863994117647
08/03/2024 00:00:00,19.2116527777778,61.9863958333333,142.964149851632
09/03/2024 00:00:00,16.4424136967156,62.9498252969951,130.97261641791
10/03/2024 00:00:00,19.0618819444444,61.0799444444444,163.422513313609
11/03/2024 00:00:00,18.2887222222222,66.62475,105.666957767722
12/03/2024 00:00:00,17.5917569444444,70.9069513888889,139.004749579832
13/03/2024 00:00:00,18.3045277777778,65.5907986111111,155.156056195965
14/03/2024 00:00:00,19.5080208333333,57.973625,197.729896652111
15/03/2024 00:00:00,19.6712777777778,57.2247083333333,201.984235123367
16/03/2024 00:00:00,19.0546458333333,56.5650138888889,192.95191
17/03/2024 00:00:00,17.8676319444444,62.8426111111111,161.106027941177
18/03/2024 00:00:00,18.863575,58.6063472222222,193.393105643994
19/03/2024 00:00:00,15.8113541666667,75.8795486111111,44.0565687409551
20/03/2024 00:00:00,18.6719861111111,49.3695833333333,183.490316690442
21/03/2024 00:00:00,18.0705256944444,47.2270138888889,170.012245441795
22/03/2024 00:00:00,18.7287638888889,50.4176319444444,136.220770212766
23/03/2024 00:00:00,19.3409097222222,44.9535347222222,129.231103786816
24/03/2024 00:00:00,19.7190138888889,53.713625,124.495363885089
25/03/2024 00:00:00,21.2695555555555,52.4698333333333,127.043468208093
26/03/2024 00:00:00,18.5432083333333,58.4400486111111,111.311667166417
27/03/2024 00:00:00,23.1959375,55.3876041666667,158.242914600551
28/03/2024 00:00:00,22.9601111111111,49.1192638888889,171.35231420373
29/03/2024 00:00:00,22.2333125,46.2313958333333,197.002478082192
30/03/2024 00:00:00,22.5152708333333,50.2445208333333,205.599125
31/03/2024 00:00:00,23.3420694444444,52.3480555555556,190.635108695652
01/04/2024 00:00:00,29.5729513888889,49.6449305555555,186.054736986301
02/04/2024 00:00:00,28.0099861111111,52.2728472222222,159.188820547945
03/04/2024 00:00:00,25.4185208333333,42.5486388888889,135.783046195652
04/04/2024 00:00:00,24.3745138888889,42.6165972222222,127.991938356164
05/04/2024 00:00:00,23.1241111111111,48.4567638888889,128.385611716621
06/04/2024 00:00:00,23.5101527777778,47.7485694444444,133.987793288591
07/04/2024 00:00:00,24.8944027777778,42.9199236111111,136.609879310345
08/04/2024 00:00:00,26.7556180555555,27.6648979166667,159.232274456522
09/04/2024 00:00:00,23.2427361111111,36.5725833333333,174.489546321526
10/04/2024 00:00:00,23.2356527777778,46.6269444444444,179.118558232932
11/04/2024 00:00:00,25.0307569444445,35.0095625,196.269549865229
12/04/2024 00:00:00,27.9367847222222,25.1943402777778,209.273670619236
13/04/2024 00:00:00,28.8807083333333,32.6400138888889,224.329990703851
14/04/2024 00:00:00,27.4340277777778,41.6347291666667,242.952150395778
15/04/2024 00:00:00,27.4352013888889,42.3968472222222,252.322312907432
16/04/2024 00:00:00,25.3930833333333,47.2454930555555,172.147804432855
17/04/2024 00:00:00,24.8181458333333,53.7732916666667,222.868175552666
18/04/2024 00:00:00,24.1365555555555,43.5499583333333,330.171184840425
19/04/2024 00:00:00,20.0847708333333,57.4164166666667,155.926731988473
20/04/2024 00:00:00,25.3407916666667,41.7591319444444,438.401068874172
21/04/2024 00:00:00,20.6566597222222,48.1942916666667,189.451237046632
22/04/2024 00:00:00,21.1393680555556,49.1612777777778,138.517736694678
23/04/2024 00:00:00,21.8359583333333,56.0012361111111,50.8822106703146
24/04/2024 00:00:00,25.9091736111111,46.0221111111111,367.492054545455
25/04/2024 00:00:00,21.0584930555555,55.0506597222222,205.692337209302
26/04/2024 00:00:00,24.7167291666667,46.2729652777778,396.794860613811
27/04/2024 00:00:00,24.8846805555556,48.9701736111111,376.819377070064
28/04/2024 00:00:00,26.9901180555555,30.6561326388889,392.732287705957
29/04/2024 00:00:00,30.8768958333333,25.6241458333333,379.138271929825
30/04/2024 00:00:00,34.8769444444445,40.5536041666667,374.785956797967
01/05/2024 00:00:00,32.7472222222222,49.6483472222222,319.497653452685
